STATION,DATE,PRCP,ACMH,ACSH,PSUN,TSUN,TMAX,TMIN,AWND
GHCND:USW00023160,19460601,0,-9999,-9999,-9999,-9999,350,161,-9999
GHCND:USW00023160,19460602,0,-9999,-9999,-9999,-9999,367,178,-9999
GHCND:USW00023160,19460603,0,-9999,-9999,-9999,-9999,400,183,-9999
GHCND:USW00023160,19460604,0,-9999,-9999,-9999,-9999,417,200,-9999
GHCND:USW00023160,19460605,0,-9999,-9999,-9999,-9999,406,217,-9999
GHCND:USW00023160,19460606,0,-9999,-9999,-9999,-9999,394,211,-9999
GHCND:USW00023160,19460607,0,-9999,-9999,-9999,-9999,389,200,-9999
GHCND:USW00023160,19460608,0,-9999,-9999,-9999,-9999,389,194,-9999
GHCND:USW00023160,19460609,0,-9999,-9999,-9999,-9999,383,183,-9999
GHCND:USW00023160,19460610,0,-9999,-9999,-9999,-9999,394,183,-9999
GHCND:USW00023160,19460611,0,-9999,-9999,-9999,-9999,383,200,-9999
GHCND:USW00023160,19460612,0,-9999,-9999,-9999,-9999,394,206,-9999
GHCND:USW00023160,19460613,0,-9999,-9999,-9999,-9999,400,206,-9999
GHCND:USW00023160,19460614,0,-9999,-9999,-9999,-9999,406,228,-9999
GHCND:USW00023160,19460615,0,-9999,-9999,-9999,-9999,406,250,-9999
GHCND:USW00023160,19460616,10,-9999,-9999,-9999,-9999,406,239,-9999
GHCND:USW00023160,19460617,0,-9999,-9999,-9999,-9999,400,244,-9999
GHCND:USW00023160,19460618,0,-9999,-9999,-9999,-9999,383,211,-9999
GHCND:USW00023160,19460619,0,-9999,-9999,-9999,-9999,378,206,-9999
GHCND:USW00023160,19460620,0,-9999,-9999,-9999,-9999,389,183,-9999
GHCND:USW00023160,19460621,0,-9999,-9999,-9999,-9999,389,200,-9999
GHCND:USW00023160,19460622,0,-9999,-9999,-9999,-9999,378,194,-9999
GHCND:USW00023160,19460623,0,-9999,-9999,-9999,-9999,378,228,-9999
GHCND:USW00023160,19460624,0,-9999,-9999,-9999,-9999,378,211,-9999
GHCND:USW00023160,19460625,0,-9999,-9999,-9999,-9999,383,217,-9999
GHCND:USW00023160,19460626,0,-9999,-9999,-9999,-9999,400,217,-9999
GHCND:USW00023160,19460627,0,-9999,-9999,-9999,-9999,383,194,-9999
GHCND:USW00023160,19460628,0,-9999,-9999,-9999,-9999,389,178,-9999
GHCND:USW00023160,19460629,0,-9999,-9999,-9999,-9999,389,194,-9999
GHCND:USW00023160,19460630,0,-9999,-9999,-9999,-9999,394,206,-9999
GHCND:USW00023160,19460701,0,-9999,-9999,-9999,-9999,406,189,-9999
GHCND:USW00023160,19460702,0,-9999,-9999,-9999,-9999,378,244,-9999
GHCND:USW00023160,19460703,18,-9999,-9999,-9999,-9999,372,211,-9999
GHCND:USW00023160,19460704,5,-9999,-9999,-9999,-9999,356,217,-9999
GHCND:USW00023160,19460705,0,-9999,-9999,-9999,-9999,356,244,-9999
GHCND:USW00023160,19460706,0,-9999,-9999,-9999,-9999,378,233,-9999
GHCND:USW00023160,19460707,0,-9999,-9999,-9999,-9999,389,228,-9999
GHCND:USW00023160,19460708,0,-9999,-9999,-9999,-9999,383,250,-9999
GHCND:USW00023160,19460709,0,-9999,-9999,-9999,-9999,356,267,-9999
GHCND:USW00023160,19460710,0,-9999,-9999,-9999,-9999,339,244,-9999
GHCND:USW00023160,19460711,23,-9999,-9999,-9999,-9999,333,250,-9999
GHCND:USW00023160,19460712,0,-9999,-9999,-9999,-9999,367,233,-9999
GHCND:USW00023160,19460713,30,-9999,-9999,-9999,-9999,372,228,-9999
GHCND:USW00023160,19460714,0,-9999,-9999,-9999,-9999,383,206,-9999
GHCND:USW00023160,19460715,0,-9999,-9999,-9999,-9999,400,250,-9999
GHCND:USW00023160,19460716,41,-9999,-9999,-9999,-9999,400,239,-9999
GHCND:USW00023160,19460717,213,-9999,-9999,-9999,-9999,361,194,-9999
GHCND:USW00023160,19460718,53,-9999,-9999,-9999,-9999,328,211,-9999
GHCND:USW00023160,19460719,91,-9999,-9999,-9999,-9999,339,206,-9999
GHCND:USW00023160,19460720,30,-9999,-9999,-9999,-9999,383,233,-9999
GHCND:USW00023160,19460721,3,-9999,-9999,-9999,-9999,372,228,-9999
GHCND:USW00023160,19460722,28,-9999,-9999,-9999,-9999,350,222,-9999
GHCND:USW00023160,19460723,38,-9999,-9999,-9999,-9999,350,228,-9999
GHCND:USW00023160,19460724,0,-9999,-9999,-9999,-9999,361,217,-9999
GHCND:USW00023160,19460725,0,-9999,-9999,-9999,-9999,372,222,-9999
GHCND:USW00023160,19460726,0,-9999,-9999,-9999,-9999,389,228,-9999
GHCND:USW00023160,19460727,5,-9999,-9999,-9999,-9999,367,222,-9999
GHCND:USW00023160,19460728,0,-9999,-9999,-9999,-9999,367,222,-9999
GHCND:USW00023160,19460729,41,-9999,-9999,-9999,-9999,389,233,-9999
GHCND:USW00023160,19460730,0,-9999,-9999,-9999,-9999,400,256,-9999
GHCND:USW00023160,19460731,0,-9999,-9999,-9999,-9999,400,272,-9999
GHCND:USW00023160,19460801,-9999,-9999,-9999,-9999,-9999,406,244,-9999
GHCND:USW00023160,19460802,30,-9999,-9999,-9999,-9999,394,233,-9999
GHCND:USW00023160,19460803,330,-9999,-9999,-9999,-9999,356,200,-9999
GHCND:USW00023160,19460804,5,-9999,-9999,-9999,-9999,322,206,-9999
GHCND:USW00023160,19460805,150,-9999,-9999,-9999,-9999,322,194,-9999
GHCND:USW00023160,19460806,-9999,-9999,-9999,-9999,-9999,344,222,-9999
GHCND:USW00023160,19460807,-9999,-9999,-9999,-9999,-9999,361,239,-9999
GHCND:USW00023160,19460808,13,-9999,-9999,-9999,-9999,361,239,-9999
GHCND:USW00023160,19460809,25,-9999,-9999,-9999,-9999,361,217,-9999
GHCND:USW00023160,19460810,5,-9999,-9999,-9999,-9999,322,217,-9999
GHCND:USW00023160,19460811,-9999,-9999,-9999,-9999,-9999,322,233,-9999
GHCND:USW00023160,19460812,-9999,-9999,-9999,-9999,-9999,328,211,-9999
GHCND:USW00023160,19460813,-9999,-9999,-9999,-9999,-9999,350,233,-9999
GHCND:USW00023160,19460814,-9999,-9999,-9999,-9999,-9999,350,228,-9999
GHCND:USW00023160,19460815,3,-9999,-9999,-9999,-9999,367,228,-9999
GHCND:USW00023160,19460816,-9999,-9999,-9999,-9999,-9999,361,228,-9999
GHCND:USW00023160,19460817,-9999,-9999,-9999,-9999,-9999,367,228,-9999
GHCND:USW00023160,19460818,3,-9999,-9999,-9999,-9999,383,244,-9999
GHCND:USW00023160,19460819,119,-9999,-9999,-9999,-9999,378,217,-9999
GHCND:USW00023160,19460820,15,-9999,-9999,-9999,-9999,356,217,-9999
GHCND:USW00023160,19460821,-9999,-9999,-9999,-9999,-9999,361,217,-9999
GHCND:USW00023160,19460822,-9999,-9999,-9999,-9999,-9999,372,239,-9999
GHCND:USW00023160,19460823,33,-9999,-9999,-9999,-9999,356,211,-9999
GHCND:USW00023160,19460824,-9999,-9999,-9999,-9999,-9999,367,222,-9999
GHCND:USW00023160,19460825,-9999,-9999,-9999,-9999,-9999,378,233,-9999
GHCND:USW00023160,19460826,-9999,-9999,-9999,-9999,-9999,356,256,-9999
GHCND:USW00023160,19460827,-9999,-9999,-9999,-9999,-9999,350,217,-9999
GHCND:USW00023160,19460828,-9999,-9999,-9999,-9999,-9999,356,222,-9999
GHCND:USW00023160,19460829,117,-9999,-9999,-9999,-9999,344,211,-9999
GHCND:USW00023160,19460830,-9999,-9999,-9999,-9999,-9999,322,228,-9999
GHCND:USW00023160,19460831,-9999,-9999,-9999,-9999,-9999,322,189,-9999
GHCND:USW00023160,19460901,0,-9999,-9999,-9999,-9999,344,211,-9999
GHCND:USW00023160,19460902,0,-9999,-9999,-9999,-9999,361,183,-9999
GHCND:USW00023160,19460903,0,-9999,-9999,-9999,-9999,372,200,-9999
GHCND:USW00023160,19460904,0,-9999,-9999,-9999,-9999,350,244,-9999
GHCND:USW00023160,19460905,0,-9999,-9999,-9999,-9999,367,250,-9999
GHCND:USW00023160,19460906,0,-9999,-9999,-9999,-9999,372,211,-9999
GHCND:USW00023160,19460907,0,-9999,-9999,-9999,-9999,378,206,-9999
GHCND:USW00023160,19460908,0,-9999,-9999,-9999,-9999,367,244,-9999
GHCND:USW00023160,19460909,41,-9999,-9999,-9999,-9999,289,200,-9999
GHCND:USW00023160,19460910,0,-9999,-9999,-9999,-9999,361,211,-9999
GHCND:USW00023160,19460911,0,-9999,-9999,-9999,-9999,350,239,-9999
GHCND:USW00023160,19460912,0,-9999,-9999,-9999,-9999,389,239,-9999
GHCND:USW00023160,19460913,0,-9999,-9999,-9999,-9999,383,244,-9999
GHCND:USW00023160,19460914,0,-9999,-9999,-9999,-9999,344,239,-9999
GHCND:USW00023160,19460915,20,-9999,-9999,-9999,-9999,356,211,-9999
GHCND:USW00023160,19460916,0,-9999,-9999,-9999,-9999,344,194,-9999
GHCND:USW00023160,19460917,3,-9999,-9999,-9999,-9999,256,189,-9999
GHCND:USW00023160,19460918,43,-9999,-9999,-9999,-9999,272,178,-9999
GHCND:USW00023160,19460919,41,-9999,-9999,-9999,-9999,300,206,-9999
GHCND:USW00023160,19460920,0,-9999,-9999,-9999,-9999,317,189,-9999
GHCND:USW00023160,19460921,0,-9999,-9999,-9999,-9999,317,178,-9999
GHCND:USW00023160,19460922,0,-9999,-9999,-9999,-9999,328,161,-9999
GHCND:USW00023160,19460923,0,-9999,-9999,-9999,-9999,361,172,-9999
GHCND:USW00023160,19460924,0,-9999,-9999,-9999,-9999,372,206,-9999
GHCND:USW00023160,19460925,0,-9999,-9999,-9999,-9999,378,239,-9999
GHCND:USW00023160,19460926,0,-9999,-9999,-9999,-9999,333,228,-9999
GHCND:USW00023160,19460927,48,-9999,-9999,-9999,-9999,306,189,-9999
GHCND:USW00023160,19460928,0,-9999,-9999,-9999,-9999,278,172,-9999
GHCND:USW00023160,19460929,188,-9999,-9999,-9999,-9999,283,172,-9999
GHCND:USW00023160,19460930,191,-9999,-9999,-9999,-9999,311,172,-9999
GHCND:USW00023160,19461001,5,-9999,-9999,-9999,-9999,317,178,-9999
GHCND:USW00023160,19461002,0,-9999,-9999,-9999,-9999,294,178,-9999
GHCND:USW00023160,19461003,0,-9999,-9999,-9999,-9999,300,139,-9999
GHCND:USW00023160,19461004,0,-9999,-9999,-9999,-9999,233,122,-9999
GHCND:USW00023160,19461005,0,-9999,-9999,-9999,-9999,256,100,-9999
GHCND:USW00023160,19461006,0,-9999,-9999,-9999,-9999,233,89,-9999
GHCND:USW00023160,19461007,0,-9999,-9999,-9999,-9999,233,67,-9999
GHCND:USW00023160,19461008,0,-9999,-9999,-9999,-9999,283,83,-9999
GHCND:USW00023160,19461009,43,-9999,-9999,-9999,-9999,222,100,-9999
GHCND:USW00023160,19461010,0,-9999,-9999,-9999,-9999,239,78,-9999
GHCND:USW00023160,19461011,0,-9999,-9999,-9999,-9999,250,78,-9999
GHCND:USW00023160,19461012,0,-9999,-9999,-9999,-9999,283,89,-9999
GHCND:USW00023160,19461013,0,-9999,-9999,-9999,-9999,289,111,-9999
GHCND:USW00023160,19461014,0,-9999,-9999,-9999,-9999,311,128,-9999
GHCND:USW00023160,19461015,0,-9999,-9999,-9999,-9999,283,117,-9999
GHCND:USW00023160,19461016,0,-9999,-9999,-9999,-9999,278,144,-9999
GHCND:USW00023160,19461017,0,-9999,-9999,-9999,-9999,239,83,-9999
GHCND:USW00023160,19461018,0,-9999,-9999,-9999,-9999,261,72,-9999
GHCND:USW00023160,19461019,0,-9999,-9999,-9999,-9999,306,78,-9999
GHCND:USW00023160,19461020,0,-9999,-9999,-9999,-9999,300,122,-9999
GHCND:USW00023160,19461021,0,-9999,-9999,-9999,-9999,289,133,-9999
GHCND:USW00023160,19461022,0,-9999,-9999,-9999,-9999,311,139,-9999
GHCND:USW00023160,19461023,0,-9999,-9999,-9999,-9999,289,133,-9999
GHCND:USW00023160,19461024,0,-9999,-9999,-9999,-9999,272,106,-9999
GHCND:USW00023160,19461025,0,-9999,-9999,-9999,-9999,278,83,-9999
GHCND:USW00023160,19461026,0,-9999,-9999,-9999,-9999,294,128,-9999
GHCND:USW00023160,19461027,38,-9999,-9999,-9999,-9999,200,139,-9999
GHCND:USW00023160,19461028,107,-9999,-9999,-9999,-9999,256,139,-9999
GHCND:USW00023160,19461029,15,-9999,-9999,-9999,-9999,228,117,-9999
GHCND:USW00023160,19461030,0,-9999,-9999,-9999,-9999,217,72,-9999
GHCND:USW00023160,19461031,0,-9999,-9999,-9999,-9999,211,78,-9999
GHCND:USW00023160,19461101,0,-9999,-9999,-9999,-9999,228,33,-9999
GHCND:USW00023160,19461102,0,-9999,-9999,-9999,-9999,122,17,-9999
GHCND:USW00023160,19461103,0,-9999,-9999,-9999,-9999,139,-11,-9999
GHCND:USW00023160,19461104,0,-9999,-9999,-9999,-9999,161,-6,-9999
GHCND:USW00023160,19461105,0,-9999,-9999,-9999,-9999,161,0,-9999
GHCND:USW00023160,19461106,0,-9999,-9999,-9999,-9999,194,-6,-9999
GHCND:USW00023160,19461107,0,-9999,-9999,-9999,-9999,250,33,-9999
GHCND:USW00023160,19461108,18,-9999,-9999,-9999,-9999,189,50,-9999
GHCND:USW00023160,19461109,0,-9999,-9999,-9999,-9999,156,11,-9999
GHCND:USW00023160,19461110,23,-9999,-9999,-9999,-9999,150,22,-9999
GHCND:USW00023160,19461111,0,-9999,-9999,-9999,-9999,222,22,-9999
GHCND:USW00023160,19461112,0,-9999,-9999,-9999,-9999,228,61,-9999
GHCND:USW00023160,19461113,0,-9999,-9999,-9999,-9999,256,78,-9999
GHCND:USW00023160,19461114,8,-9999,-9999,-9999,-9999,206,72,-9999
GHCND:USW00023160,19461115,8,-9999,-9999,-9999,-9999,139,33,-9999
GHCND:USW00023160,19461116,0,-9999,-9999,-9999,-9999,206,0,-9999
GHCND:USW00023160,19461117,0,-9999,-9999,-9999,-9999,228,83,-9999
GHCND:USW00023160,19461118,0,-9999,-9999,-9999,-9999,244,94,-9999
GHCND:USW00023160,19461119,0,-9999,-9999,-9999,-9999,244,72,-9999
GHCND:USW00023160,19461120,0,-9999,-9999,-9999,-9999,244,67,-9999
GHCND:USW00023160,19461121,0,-9999,-9999,-9999,-9999,239,56,-9999
GHCND:USW00023160,19461122,0,-9999,-9999,-9999,-9999,289,50,-9999
GHCND:USW00023160,19461123,30,-9999,-9999,-9999,-9999,244,78,-9999
GHCND:USW00023160,19461124,193,-9999,-9999,-9999,-9999,178,72,-9999
GHCND:USW00023160,19461125,0,-9999,-9999,-9999,-9999,150,33,-9999
GHCND:USW00023160,19461126,0,-9999,-9999,-9999,-9999,183,6,-9999
GHCND:USW00023160,19461127,0,-9999,-9999,-9999,-9999,256,28,-9999
GHCND:USW00023160,19461128,0,-9999,-9999,-9999,-9999,267,122,-9999
GHCND:USW00023160,19461129,0,-9999,-9999,-9999,-9999,278,83,-9999
GHCND:USW00023160,19461130,0,-9999,-9999,-9999,-9999,267,50,-9999
GHCND:USW00023160,19480101,0,-9999,-9999,-9999,-9999,111,-28,-9999
GHCND:USW00023160,19480102,0,-9999,-9999,-9999,-9999,139,-33,-9999
GHCND:USW00023160,19480103,0,-9999,-9999,-9999,-9999,194,6,-9999
GHCND:USW00023160,19480104,0,-9999,-9999,-9999,-9999,261,17,-9999
GHCND:USW00023160,19480105,0,-9999,-9999,-9999,-9999,244,56,-9999
GHCND:USW00023160,19480106,0,-9999,-9999,-9999,-9999,244,56,-9999
GHCND:USW00023160,19480107,0,-9999,-9999,-9999,-9999,267,50,-9999
GHCND:USW00023160,19480108,0,-9999,-9999,-9999,-9999,261,61,-9999
GHCND:USW00023160,19480109,0,-9999,-9999,-9999,-9999,272,72,-9999
GHCND:USW00023160,19480110,0,-9999,-9999,-9999,-9999,261,61,-9999
GHCND:USW00023160,19480111,0,-9999,-9999,-9999,-9999,250,56,-9999
GHCND:USW00023160,19480112,0,-9999,-9999,-9999,-9999,228,56,-9999
GHCND:USW00023160,19480113,0,-9999,-9999,-9999,-9999,233,17,-9999
GHCND:USW00023160,19480114,0,-9999,-9999,-9999,-9999,233,83,-9999
GHCND:USW00023160,19480115,0,-9999,-9999,-9999,-9999,200,56,-9999
GHCND:USW00023160,19480116,0,-9999,-9999,-9999,-9999,206,6,-9999
GHCND:USW00023160,19480117,0,-9999,-9999,-9999,-9999,206,17,-9999
GHCND:USW00023160,19480118,0,-9999,-9999,-9999,-9999,183,0,-9999
GHCND:USW00023160,19480119,0,-9999,-9999,-9999,-9999,117,22,-9999
GHCND:USW00023160,19480120,0,-9999,-9999,-9999,-9999,150,-11,-9999
GHCND:USW00023160,19480121,0,-9999,-9999,-9999,-9999,172,-22,-9999
GHCND:USW00023160,19480122,0,-9999,-9999,-9999,-9999,172,0,-9999
GHCND:USW00023160,19480123,0,-9999,-9999,-9999,-9999,200,0,-9999
GHCND:USW00023160,19480124,0,-9999,-9999,-9999,-9999,228,22,-9999
GHCND:USW00023160,19480125,0,-9999,-9999,-9999,-9999,244,67,-9999
GHCND:USW00023160,19480126,0,-9999,-9999,-9999,-9999,183,61,-9999
GHCND:USW00023160,19480127,0,-9999,-9999,-9999,-9999,78,-17,-9999
GHCND:USW00023160,19480128,0,-9999,-9999,-9999,-9999,50,-39,-9999
GHCND:USW00023160,19480129,0,-9999,-9999,-9999,-9999,122,-39,-9999
GHCND:USW00023160,19480130,0,-9999,-9999,-9999,-9999,167,0,-9999
GHCND:USW00023160,19480131,0,-9999,-9999,-9999,-9999,172,22,-9999
GHCND:USW00023160,19480201,0,-9999,-9999,-9999,-9999,217,-17,-9999
GHCND:USW00023160,19480202,0,-9999,-9999,-9999,-9999,211,0,-9999
GHCND:USW00023160,19480203,0,-9999,-9999,-9999,-9999,167,67,-9999
GHCND:USW00023160,19480204,147,-9999,-9999,-9999,-9999,111,56,-9999
GHCND:USW00023160,19480205,5,-9999,-9999,-9999,-9999,167,56,-9999
GHCND:USW00023160,19480206,0,-9999,-9999,-9999,-9999,167,67,-9999
GHCND:USW00023160,19480207,10,-9999,-9999,-9999,-9999,111,11,-9999
GHCND:USW00023160,19480208,0,-9999,-9999,-9999,-9999,133,-33,-9999
GHCND:USW00023160,19480209,0,-9999,-9999,-9999,-9999,183,-11,-9999
GHCND:USW00023160,19480210,0,-9999,-9999,-9999,-9999,189,33,-9999
GHCND:USW00023160,19480211,3,-9999,-9999,-9999,-9999,89,-11,-9999
GHCND:USW00023160,19480212,0,-9999,-9999,-9999,-9999,78,-67,-9999
GHCND:USW00023160,19480213,0,-9999,-9999,-9999,-9999,122,-61,-9999
GHCND:USW00023160,19480214,0,-9999,-9999,-9999,-9999,189,-17,-9999
GHCND:USW00023160,19480215,0,-9999,-9999,-9999,-9999,222,11,-9999
GHCND:USW00023160,19480216,0,-9999,-9999,-9999,-9999,244,44,-9999
GHCND:USW00023160,19480217,0,-9999,-9999,-9999,-9999,278,89,-9999
GHCND:USW00023160,19480218,0,-9999,-9999,-9999,-9999,267,78,-9999
GHCND:USW00023160,19480219,0,-9999,-9999,-9999,-9999,250,67,-9999
GHCND:USW00023160,19480220,0,-9999,-9999,-9999,-9999,239,89,-9999
GHCND:USW00023160,19480221,0,-9999,-9999,-9999,-9999,256,72,-9999
GHCND:USW00023160,19480222,0,-9999,-9999,-9999,-9999,283,72,-9999
GHCND:USW00023160,19480223,74,-9999,-9999,-9999,-9999,194,44,-9999
GHCND:USW00023160,19480224,51,-9999,-9999,-9999,-9999,111,44,-9999
GHCND:USW00023160,19480225,36,-9999,-9999,-9999,-9999,133,17,-9999
GHCND:USW00023160,19480226,15,-9999,-9999,-9999,-9999,89,39,-9999
GHCND:USW00023160,19480227,0,-9999,-9999,-9999,-9999,172,17,-9999
GHCND:USW00023160,19480228,0,-9999,-9999,-9999,-9999,217,50,-9999
GHCND:USW00023160,19480229,168,-9999,-9999,-9999,-9999,150,17,-9999
GHCND:USW00023160,19480301,10,-9999,-9999,-9999,-9999,144,17,-9999
GHCND:USW00023160,19480302,0,-9999,-9999,-9999,-9999,167,28,-9999
GHCND:USW00023160,19480303,0,-9999,-9999,-9999,-9999,150,56,-9999
GHCND:USW00023160,19480304,0,-9999,-9999,-9999,-9999,128,-11,-9999
GHCND:USW00023160,19480305,0,-9999,-9999,-9999,-9999,150,-22,-9999
GHCND:USW00023160,19480306,0,-9999,-9999,-9999,-9999,200,0,-9999
GHCND:USW00023160,19480307,0,-9999,-9999,-9999,-9999,183,17,-9999
GHCND:USW00023160,19480308,0,-9999,-9999,-9999,-9999,189,17,-9999
GHCND:USW00023160,19480309,0,-9999,-9999,-9999,-9999,178,83,-9999
GHCND:USW00023160,19480310,0,-9999,-9999,-9999,-9999,178,72,-9999
GHCND:USW00023160,19480311,0,-9999,-9999,-9999,-9999,194,11,-9999
GHCND:USW00023160,19480312,0,-9999,-9999,-9999,-9999,250,89,-9999
GHCND:USW00023160,19480313,0,-9999,-9999,-9999,-9999,267,100,-9999
GHCND:USW00023160,19480314,0,-9999,-9999,-9999,-9999,194,94,-9999
GHCND:USW00023160,19480315,0,-9999,-9999,-9999,-9999,178,44,-9999
GHCND:USW00023160,19480316,0,-9999,-9999,-9999,-9999,222,17,-9999
GHCND:USW00023160,19480317,0,-9999,-9999,-9999,-9999,239,106,-9999
GHCND:USW00023160,19480318,64,-9999,-9999,-9999,-9999,144,39,-9999
GHCND:USW00023160,19480319,0,-9999,-9999,-9999,-9999,200,33,-9999
GHCND:USW00023160,19480320,0,-9999,-9999,-9999,-9999,150,44,-9999
GHCND:USW00023160,19480321,0,-9999,-9999,-9999,-9999,128,0,-9999
GHCND:USW00023160,19480322,0,-9999,-9999,-9999,-9999,206,-11,-9999
GHCND:USW00023160,19480323,0,-9999,-9999,-9999,-9999,267,56,-9999
GHCND:USW00023160,19480324,0,-9999,-9999,-9999,-9999,256,78,-9999
GHCND:USW00023160,19480325,0,-9999,-9999,-9999,-9999,200,100,-9999
GHCND:USW00023160,19480326,0,-9999,-9999,-9999,-9999,200,33,-9999
GHCND:USW00023160,19480327,0,-9999,-9999,-9999,-9999,244,44,-9999
GHCND:USW00023160,19480328,0,-9999,-9999,-9999,-9999,244,83,-9999
GHCND:USW00023160,19480329,0,-9999,-9999,-9999,-9999,222,128,-9999
GHCND:USW00023160,19480330,0,-9999,-9999,-9999,-9999,200,89,-9999
GHCND:USW00023160,19480331,0,-9999,-9999,-9999,-9999,189,72,-9999
GHCND:USW00023160,19480401,0,-9999,-9999,-9999,-9999,244,33,-9999
GHCND:USW00023160,19480402,0,-9999,-9999,-9999,-9999,294,89,-9999
GHCND:USW00023160,19480403,0,-9999,-9999,-9999,-9999,244,106,-9999
GHCND:USW00023160,19480404,0,-9999,-9999,-9999,-9999,256,100,-9999
GHCND:USW00023160,19480405,0,-9999,-9999,-9999,-9999,256,89,-9999
GHCND:USW00023160,19480406,0,-9999,-9999,-9999,-9999,256,72,-9999
GHCND:USW00023160,19480407,0,-9999,-9999,-9999,-9999,250,61,-9999
GHCND:USW00023160,19480408,0,-9999,-9999,-9999,-9999,289,72,-9999
GHCND:USW00023160,19480409,0,-9999,-9999,-9999,-9999,294,100,-9999
GHCND:USW00023160,19480410,0,-9999,-9999,-9999,-9999,311,117,-9999
GHCND:USW00023160,19480411,0,-9999,-9999,-9999,-9999,272,144,-9999
GHCND:USW00023160,19480412,0,-9999,-9999,-9999,-9999,211,72,-9999
GHCND:USW00023160,19480413,0,-9999,-9999,-9999,-9999,261,50,-9999
GHCND:USW00023160,19480414,0,-9999,-9999,-9999,-9999,306,67,-9999
GHCND:USW00023160,19480415,0,-9999,-9999,-9999,-9999,350,111,-9999
GHCND:USW00023160,19480416,0,-9999,-9999,-9999,-9999,367,150,-9999
GHCND:USW00023160,19480417,0,-9999,-9999,-9999,-9999,361,172,-9999
GHCND:USW00023160,19480418,0,-9999,-9999,-9999,-9999,344,144,-9999
GHCND:USW00023160,19480419,0,-9999,-9999,-9999,-9999,322,133,-9999
GHCND:USW00023160,19480420,0,-9999,-9999,-9999,-9999,328,128,-9999
GHCND:USW00023160,19480421,0,-9999,-9999,-9999,-9999,333,178,-9999
GHCND:USW00023160,19480422,0,-9999,-9999,-9999,-9999,300,133,-9999
GHCND:USW00023160,19480501,0,-9999,-9999,-9999,-9999,283,100,-9999
GHCND:USW00023160,19480502,0,-9999,-9999,-9999,-9999,289,94,-9999
GHCND:USW00023160,19480503,0,-9999,-9999,-9999,-9999,294,122,-9999
GHCND:USW00023160,19480504,0,-9999,-9999,-9999,-9999,328,122,-9999
GHCND:USW00023160,19480505,0,-9999,-9999,-9999,-9999,344,128,-9999
GHCND:USW00023160,19480506,0,-9999,-9999,-9999,-9999,356,150,-9999
GHCND:USW00023160,19480507,0,-9999,-9999,-9999,-9999,333,156,-9999
GHCND:USW00023160,19480508,0,-9999,-9999,-9999,-9999,311,139,-9999
GHCND:USW00023160,19480509,0,-9999,-9999,-9999,-9999,261,144,-9999
GHCND:USW00023160,19480510,0,-9999,-9999,-9999,-9999,267,100,-9999
GHCND:USW00023160,19480511,0,-9999,-9999,-9999,-9999,306,111,-9999
GHCND:USW00023160,19480512,0,-9999,-9999,-9999,-9999,328,122,-9999
GHCND:USW00023160,19480513,0,-9999,-9999,-9999,-9999,367,139,-9999
GHCND:USW00023160,19480514,0,-9999,-9999,-9999,-9999,372,167,-9999
GHCND:USW00023160,19480515,0,-9999,-9999,-9999,-9999,372,161,-9999
GHCND:USW00023160,19480516,0,-9999,-9999,-9999,-9999,383,178,-9999
GHCND:USW00023160,19480517,0,-9999,-9999,-9999,-9999,378,200,-9999
GHCND:USW00023160,19480518,0,-9999,-9999,-9999,-9999,350,194,-9999
GHCND:USW00023160,19480519,0,-9999,-9999,-9999,-9999,300,117,-9999
GHCND:USW00023160,19480520,0,-9999,-9999,-9999,-9999,356,111,-9999
GHCND:USW00023160,19480521,0,-9999,-9999,-9999,-9999,367,139,-9999
GHCND:USW00023160,19480522,0,-9999,-9999,-9999,-9999,361,139,-9999
GHCND:USW00023160,19480523,0,-9999,-9999,-9999,-9999,350,144,-9999
GHCND:USW00023160,19480524,0,-9999,-9999,-9999,-9999,350,150,-9999
GHCND:USW00023160,19480525,0,-9999,-9999,-9999,-9999,339,156,-9999
GHCND:USW00023160,19480526,0,-9999,-9999,-9999,-9999,350,156,-9999
GHCND:USW00023160,19480527,0,-9999,-9999,-9999,-9999,356,150,-9999
GHCND:USW00023160,19480528,0,-9999,-9999,-9999,-9999,339,156,-9999
GHCND:USW00023160,19480529,0,-9999,-9999,-9999,-9999,339,144,-9999
GHCND:USW00023160,19480530,0,-9999,-9999,-9999,-9999,344,183,-9999
GHCND:USW00023160,19480531,0,-9999,-9999,-9999,-9999,344,156,-9999
GHCND:USW00023160,19480601,0,-9999,-9999,-9999,-9999,372,139,-9999
GHCND:USW00023160,19480602,0,-9999,-9999,-9999,-9999,328,167,-9999
GHCND:USW00023160,19480603,0,-9999,-9999,-9999,-9999,350,144,-9999
GHCND:USW00023160,19480604,0,-9999,-9999,-9999,-9999,350,167,-9999
GHCND:USW00023160,19480605,0,-9999,-9999,-9999,-9999,361,167,-9999
GHCND:USW00023160,19480606,15,-9999,-9999,-9999,-9999,300,156,-9999
GHCND:USW00023160,19480607,0,-9999,-9999,-9999,-9999,350,133,-9999
GHCND:USW00023160,19480608,0,-9999,-9999,-9999,-9999,383,189,-9999
GHCND:USW00023160,19480609,0,-9999,-9999,-9999,-9999,378,206,-9999
GHCND:USW00023160,19480610,0,-9999,-9999,-9999,-9999,394,200,-9999
GHCND:USW00023160,19480611,0,-9999,-9999,-9999,-9999,389,211,-9999
